Country_Region,Case_Type,Date,Cases,Table Names,Difference,Prep_Flow_Runtime,Latest_Date,Province_State,Lat,Long
US,Confirmed,2/25/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oregon,44.31683,-122.15308
US,Deaths,1/26/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oregon,44.31683,-122.15308
US,Deaths,3/19/2020,3,Time Series,1,3/25/2020 3:38:52 PM,3/24/2020,Oregon,44.31683,-122.15308
US,Confirmed,1/30/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oregon,44.31683,-122.15308
US,Confirmed,2/26/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oregon,44.31683,-122.15308
US,Deaths,3/3/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oregon,44.31683,-122.15308
US,Confirmed,1/28/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oregon,44.31683,-122.15308
US,Confirmed,2/20/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oregon,44.31683,-122.15308
US,Deaths,3/12/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oregon,44.31683,-122.15308
US,Deaths,2/17/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oregon,44.31683,-122.15308
US,Confirmed,1/24/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oregon,44.31683,-122.15308
US,Confirmed,2/28/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oregon,44.31683,-122.15308
US,Deaths,2/9/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oregon,44.31683,-122.15308
US,Deaths,3/4/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oregon,44.31683,-122.15308
US,Confirmed,3/22/2020,161,Time Series,47,3/25/2020 3:38:52 PM,3/24/2020,Oregon,44.31683,-122.15308
US,Confirmed,3/1/2020,1,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oregon,44.31683,-122.15308
US,Confirmed,3/6/2020,3,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oregon,44.31683,-122.15308
US,Confirmed,1/23/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oregon,44.31683,-122.15308
US,Deaths,2/18/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oregon,44.31683,-122.15308
US,Confirmed,3/20/2020,114,Time Series,26,3/25/2020 3:38:52 PM,3/24/2020,Oregon,44.31683,-122.15308
US,Confirmed,2/19/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oregon,44.31683,-122.15308
US,Deaths,2/2/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oregon,44.31683,-122.15308
US,Confirmed,3/5/2020,3,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oregon,44.31683,-122.15308
US,Deaths,3/10/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oregon,44.31683,-122.15308
US,Confirmed,2/1/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oregon,44.31683,-122.15308
US,Confirmed,3/12/2020,24,Time Series,5,3/25/2020 3:38:52 PM,3/24/2020,Oregon,44.31683,-122.15308
US,Deaths,1/24/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oregon,44.31683,-122.15308
US,Deaths,3/15/2020,1,Time Series,1,3/25/2020 3:38:52 PM,3/24/2020,Oregon,44.31683,-122.15308
US,Deaths,3/18/2020,2,Time Series,1,3/25/2020 3:38:52 PM,3/24/2020,Oregon,44.31683,-122.15308
US,Deaths,2/7/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oregon,44.31683,-122.15308
US,Deaths,2/16/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oregon,44.31683,-122.15308
US,Confirmed,3/23/2020,81,Daily Summary,14,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,3/23/2020,2,Daily Summary,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,3/24/2020,106,Daily Summary,25,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,3/24/2020,3,Daily Summary,1,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,2/16/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,2/6/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,1/23/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,3/12/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,3/7/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,1/24/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,3/9/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,2/4/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,2/14/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,3/10/2020,2,Time Series,1,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,2/18/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,2/16/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,3/17/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,2/24/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,2/9/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,2/12/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,2/22/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,3/16/2020,10,Time Series,3,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,1/30/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,3/15/2020,7,Time Series,3,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,2/10/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,2/19/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,3/1/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,3/16/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,2/13/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,2/21/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,3/19/2020,44,Time Series,25,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,3/19/2020,1,Time Series,1,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,1/30/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,1/27/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,2/2/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,2/7/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,3/3/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,2/3/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,2/20/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,3/18/2020,19,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,2/23/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,3/20/2020,1,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,3/2/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,3/5/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,1/25/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,2/8/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,2/29/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,2/17/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,2/9/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,3/22/2020,67,Time Series,14,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,1/29/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,2/28/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,2/1/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,3/14/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,3/4/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,3/12/2020,2,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,2/24/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,2/6/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,1/25/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,2/29/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,2/26/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,3/3/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,2/15/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,2/25/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,2/15/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,2/8/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,2/11/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,3/6/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,2/5/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,2/27/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,2/12/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,3/4/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,3/22/2020,2,Time Series,1,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,2/5/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,3/7/2020,1,Time Series,1,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,3/8/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,3/11/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,3/11/2020,2,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,3/5/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,2/10/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,1/24/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,1/23/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,3/18/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,2/22/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,1/27/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,2/18/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,2/4/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,1/31/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,3/1/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,2/13/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,2/26/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,1/26/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,2/7/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,2/2/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,3/21/2020,53,Time Series,4,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,2/25/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,1/28/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,3/21/2020,1,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,3/13/2020,2,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,1/29/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,2/23/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,3/14/2020,4,Time Series,2,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,2/14/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,3/9/2020,1,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,1/28/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,2/3/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,2/27/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,3/20/2020,49,Time Series,5,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,3/13/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,3/15/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,2/20/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,3/6/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,1/31/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,2/19/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,2/28/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,2/21/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,2/1/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,3/8/2020,1,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,2/17/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,3/17/2020,19,Time Series,9,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,2/11/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Deaths,3/10/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,3/2/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,1/26/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Oklahoma,35.8623,-96.43495
US,Confirmed,3/23/2020,1329,Daily Summary,292,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Deaths,3/23/2020,15,Daily Summary,6,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Confirmed,3/24/2020,1793,Daily Summary,464,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Deaths,3/24/2020,24,Daily Summary,9,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Confirmed,2/6/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Deaths,3/5/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Deaths,2/23/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Deaths,3/22/2020,9,Time Series,4,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Deaths,2/5/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Confirmed,2/20/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Confirmed,2/5/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Confirmed,2/23/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Deaths,2/2/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Confirmed,1/25/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Confirmed,1/31/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Confirmed,2/13/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Confirmed,3/16/2020,53,Time Series,20,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Deaths,2/9/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Deaths,2/10/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Confirmed,1/23/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Confirmed,2/16/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Confirmed,3/6/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Deaths,3/12/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Confirmed,2/15/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Deaths,2/18/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Deaths,3/7/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Confirmed,2/11/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Deaths,2/15/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Confirmed,2/24/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Deaths,3/19/2020,3,Time Series,3,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Confirmed,3/7/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Deaths,2/14/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Deaths,2/12/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Confirmed,2/18/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Confirmed,3/20/2020,552,Time Series,218,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Confirmed,1/28/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Confirmed,3/22/2020,1037,Time Series,249,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Deaths,2/21/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Confirmed,3/5/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Confirmed,2/7/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Confirmed,2/19/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Confirmed,3/2/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Deaths,2/1/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Deaths,2/6/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Deaths,1/23/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Confirmed,3/4/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Confirmed,2/17/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Deaths,2/7/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Confirmed,3/9/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Confirmed,1/24/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Confirmed,2/9/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Confirmed,1/29/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Confirmed,2/26/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Confirmed,3/8/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Confirmed,2/4/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Deaths,1/27/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Deaths,3/10/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Deaths,3/20/2020,3,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Deaths,3/15/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Deaths,2/25/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
US,Confirmed,3/13/2020,16,Time Series,14,3/25/2020 3:38:52 PM,3/24/2020,Michigan,42.732633333,-83.736166667
